Parent_dir,Lib_A_dir,Lib_B_dir,Lib_A_csv,Lib_B_csv,prefix,suffix_tr,suffix_ctrl,Lib_A_tr_bio_reps,Lib_B_tr_bio_reps,Lib_A_ctrl_bio_reps,Lib_B_ctrl_bio_reps
../fastq,Marceau_DENV_Lib_A,Marceau_DENV_Lib_B,GeCKO_A_Mageck_ref.csv,GeCKO_B_Mageck_ref.csv,Marceau_DENV_,.downsize.fastq.gz,_unselected_control.downsize.fastq.gz,"GeCKO2_A_screen1,GeCKO2_A_screen2,GeCKO2_A_screen3","GeCKO2_B_screen1,GeCKO2_B_screen2,GeCKO2_B_screen3",GeCKO2_A,GeCKO2_B
